role,admin,uuid,name,username,password,profile_pic,email,current_usage,past_usage,avg_usage,bill_amount,section,activity_status,load
admin,0,5a197d56-6f8f-4f92-8a2f-78eab977483e,User_650,user_650,pass_650,https://picsum.photos/200/300?random=650,user650@example.com,3182,4752,1861,886,A,False,9
user,1,9cfd056a-ca4a-476d-aba0-d197a469f3d0,User_651,user_651,pass_651,https://picsum.photos/200/300?random=651,user651@example.com,3095,2924,1003,1870,C,False,18
user,1,8269e2cc-80e4-4cc4-99ae-a4106ea587cb,User_652,user_652,pass_652,https://picsum.photos/200/300?random=652,user652@example.com,3460,1125,4780,1876,D,False,48
user,1,3aaac41d-8bed-44c3-805b-c408f62c3bb3,User_653,user_653,pass_653,https://picsum.photos/200/300?random=653,user653@example.com,3913,254,3021,846,D,False,20
user,0,91a7b95f-52a7-4b56-8e6b-2364eca49fca,User_654,user_654,pass_654,https://picsum.photos/200/300?random=654,user654@example.com,966,3218,1877,849,C,True,2
user,0,194f98b2-1d18-41eb-8472-92aaf5a664e1,User_655,user_655,pass_655,https://picsum.photos/200/300?random=655,user655@example.com,419,2718,4974,800,B,True,29
admin,1,d2df61c4-6291-4fd9-bfc2-d023c4e57eda,User_656,user_656,pass_656,https://picsum.photos/200/300?random=656,user656@example.com,2709,1434,3110,1345,C,False,27
admin,1,5f93305a-0c2f-4059-b3cb-635f38e7a19c,User_657,user_657,pass_657,https://picsum.photos/200/300?random=657,user657@example.com,4462,3016,3543,1068,C,True,49
admin,0,712e38d0-f8be-49c7-acac-70d83c7121e2,User_658,user_658,pass_658,https://picsum.photos/200/300?random=658,user658@example.com,2402,2691,1688,805,C,True,50
admin,1,d4856165-42e1-4760-8ae3-27ffbdaff656,User_659,user_659,pass_659,https://picsum.photos/200/300?random=659,user659@example.com,3475,2476,3562,999,B,True,40
admin,0,ab25ab8a-d024-42be-81dc-ddc8730dfeaa,User_660,user_660,pass_660,https://picsum.photos/200/300?random=660,user660@example.com,4203,4185,3072,899,C,False,19
user,0,cfd7e780-156c-4010-a740-f2d80c29ffea,User_661,user_661,pass_661,https://picsum.photos/200/300?random=661,user661@example.com,945,1305,1121,1906,C,False,9
user,0,87750ec6-0afd-4993-9572-c98eab6bb912,User_662,user_662,pass_662,https://picsum.photos/200/300?random=662,user662@example.com,4663,4300,646,1698,A,True,37
user,0,7ffa9213-5272-41e0-82a2-1225161faa94,User_663,user_663,pass_663,https://picsum.photos/200/300?random=663,user663@example.com,1430,3445,2834,571,A,False,32
admin,0,0d0f7635-543e-4ad8-84e1-c462527c47ab,User_664,user_664,pass_664,https://picsum.photos/200/300?random=664,user664@example.com,2574,4554,679,1066,A,True,36
user,1,4cebd53a-cb60-4dae-bac9-de27d80ff6ef,User_665,user_665,pass_665,https://picsum.photos/200/300?random=665,user665@example.com,1291,2710,232,1463,A,False,38
user,0,d9d49ee5-9c75-4e80-bdae-e55e7dcef925,User_666,user_666,pass_666,https://picsum.photos/200/300?random=666,user666@example.com,773,1271,4938,928,B,True,33
user,1,52be225d-af94-428c-98a2-9b3f271fa67d,User_667,user_667,pass_667,https://picsum.photos/200/300?random=667,user667@example.com,4742,463,2215,1855,A,False,36
admin,1,3972bf39-d3c0-4680-8e4c-d3d51cf97d71,User_668,user_668,pass_668,https://picsum.photos/200/300?random=668,user668@example.com,1008,128,2391,1825,C,True,14
user,1,23d0dc15-a2e5-4d35-ba3f-2b8e0c12648f,User_669,user_669,pass_669,https://picsum.photos/200/300?random=669,user669@example.com,393,975,1882,1934,B,True,1
user,1,4a6bae27-1ce7-4cb0-b0c8-447a55e658a1,User_670,user_670,pass_670,https://picsum.photos/200/300?random=670,user670@example.com,1777,1236,4493,690,B,True,6
user,1,72463ace-1437-425c-8b30-7a81e54a709c,User_671,user_671,pass_671,https://picsum.photos/200/300?random=671,user671@example.com,2401,4289,3589,920,B,True,31
admin,0,f5c56e4b-5f3d-46cd-8f03-e5947890c2a2,User_672,user_672,pass_672,https://picsum.photos/200/300?random=672,user672@example.com,3390,4309,2581,958,C,False,24
admin,1,07b4174d-403f-4765-b796-3fbf98b0cfef,User_673,user_673,pass_673,https://picsum.photos/200/300?random=673,user673@example.com,4577,3119,1011,1422,C,False,4
admin,1,e830e6f7-b30b-480d-9d3c-d4fb6be60e63,User_674,user_674,pass_674,https://picsum.photos/200/300?random=674,user674@example.com,3061,4721,1554,987,A,False,37
user,1,fef8ddd8-2fba-40e3-b126-b817f0efd814,User_675,user_675,pass_675,https://picsum.photos/200/300?random=675,user675@example.com,924,4346,3331,1867,D,False,30
admin,0,7704f19d-cb01-433d-a6db-1377fa9ed4d3,User_676,user_676,pass_676,https://picsum.photos/200/300?random=676,user676@example.com,503,3130,4550,1366,B,False,43
admin,0,69556a48-dff9-445a-8605-dd694974cbfd,User_677,user_677,pass_677,https://picsum.photos/200/300?random=677,user677@example.com,411,187,4924,1188,C,True,43
user,0,34235471-275e-49d6-aa1d-e4c5b963e4b1,User_678,user_678,pass_678,https://picsum.photos/200/300?random=678,user678@example.com,1967,2813,585,1056,A,False,25
user,1,0afc97a8-0fd1-4778-b9b6-bc9e1324a0eb,User_679,user_679,pass_679,https://picsum.photos/200/300?random=679,user679@example.com,1664,2441,4110,1716,B,True,50
admin,0,74a9478e-2cb6-45d6-a0a5-82e6d12d0461,User_680,user_680,pass_680,https://picsum.photos/200/300?random=680,user680@example.com,1978,2018,3790,1099,B,False,9
admin,1,a929cfd2-e4ee-4fc6-b357-285c473658db,User_681,user_681,pass_681,https://picsum.photos/200/300?random=681,user681@example.com,2099,4911,2078,1406,B,True,19
admin,0,f13f86fa-d553-4dd4-bfd2-a29ffc4d5e20,User_682,user_682,pass_682,https://picsum.photos/200/300?random=682,user682@example.com,4008,1434,2817,817,A,True,24
admin,1,1c736fea-51f5-4f67-bbfc-b2f87fdda983,User_683,user_683,pass_683,https://picsum.photos/200/300?random=683,user683@example.com,2530,1680,3097,1489,D,True,50
user,1,d57f7b58-ff56-4840-8094-248f46758ffc,User_684,user_684,pass_684,https://picsum.photos/200/300?random=684,user684@example.com,218,3251,4117,1775,D,True,26
user,0,e891c030-2ef3-4e43-bb58-d292035bc393,User_685,user_685,pass_685,https://picsum.photos/200/300?random=685,user685@example.com,3304,1937,3837,1785,B,True,18
admin,0,e7451a67-db05-4038-9f3f-2fc30a5421f6,User_686,user_686,pass_686,https://picsum.photos/200/300?random=686,user686@example.com,2170,3634,2165,840,B,True,31
user,0,e136344e-d216-48e0-b7e6-ae62499571a5,User_687,user_687,pass_687,https://picsum.photos/200/300?random=687,user687@example.com,3944,917,1616,540,B,False,23
user,1,8c59508a-403f-4262-9852-395555f0282d,User_688,user_688,pass_688,https://picsum.photos/200/300?random=688,user688@example.com,272,580,3923,1514,A,True,24
admin,0,0cf97cae-a8e8-4c2c-8b45-d32c6d351876,User_689,user_689,pass_689,https://picsum.photos/200/300?random=689,user689@example.com,1903,3110,3900,1018,A,True,33
user,0,2c2dce11-6671-46ee-bb97-65338423e5ea,User_690,user_690,pass_690,https://picsum.photos/200/300?random=690,user690@example.com,2553,2297,4330,1631,C,False,18
admin,1,50926cdc-3769-4129-96ea-8d3a113b7421,User_691,user_691,pass_691,https://picsum.photos/200/300?random=691,user691@example.com,3770,1878,4503,953,D,True,27
user,1,8bf739ea-1976-4d57-92b6-0cf907c14e62,User_692,user_692,pass_692,https://picsum.photos/200/300?random=692,user692@example.com,3612,2352,1273,1959,B,True,12
user,1,a81a3906-ef29-4d63-bc61-262a0af7ca8d,User_693,user_693,pass_693,https://picsum.photos/200/300?random=693,user693@example.com,3371,2934,4501,1639,D,False,13
user,1,d608c132-757c-4fa0-a5c8-560ac5761c2d,User_694,user_694,pass_694,https://picsum.photos/200/300?random=694,user694@example.com,772,3651,2442,1017,A,True,22
admin,1,317498a6-1a3e-4b22-9f68-4e4aea246e4b,User_695,user_695,pass_695,https://picsum.photos/200/300?random=695,user695@example.com,4769,3728,4012,855,D,True,37
admin,0,a28c5b00-3822-41dd-b842-6e23c45663ae,User_696,user_696,pass_696,https://picsum.photos/200/300?random=696,user696@example.com,3192,2871,4163,1984,A,False,29
admin,0,2afb90c9-ea75-4a24-9fc4-1279d3770f61,User_697,user_697,pass_697,https://picsum.photos/200/300?random=697,user697@example.com,2046,1433,600,1598,B,False,11
user,0,cb6ca258-9882-4fa7-84aa-79dcc637e76a,User_698,user_698,pass_698,https://picsum.photos/200/300?random=698,user698@example.com,1200,2793,4647,583,C,True,30
admin,0,ed163f54-28fa-4206-b97b-6bab034968b3,User_699,user_699,pass_699,https://picsum.photos/200/300?random=699,user699@example.com,3508,2709,1400,1739,A,True,32
admin,1,40c12247-6528-4372-ab84-ee421ec3604e,User_700,user_700,pass_700,https://picsum.photos/200/300?random=700,user700@example.com,3504,4598,4261,672,D,True,35
admin,1,d57a5310-5212-46d1-8baa-f743bbf028ec,User_701,user_701,pass_701,https://picsum.photos/200/300?random=701,user701@example.com,2494,367,1245,1450,D,True,12
user,0,931f13f6-d44f-4499-a300-b8d7cca5c8dc,User_702,user_702,pass_702,https://picsum.photos/200/300?random=702,user702@example.com,1518,3113,2285,1645,A,True,27
admin,1,3316c706-ce6f-4729-91b4-b12e6af1c604,User_703,user_703,pass_703,https://picsum.photos/200/300?random=703,user703@example.com,894,662,3263,1813,A,True,10
user,1,6b3bcf3e-4222-4603-af09-bb054f9adcc4,User_704,user_704,pass_704,https://picsum.photos/200/300?random=704,user704@example.com,4740,2488,4942,809,D,True,8
user,1,a27a960b-5f0f-40c2-9d9d-d412f978914a,User_705,user_705,pass_705,https://picsum.photos/200/300?random=705,user705@example.com,2604,1692,1002,1361,C,True,18
admin,0,7a1beafe-929e-49c7-939f-33a3b483ae12,User_706,user_706,pass_706,https://picsum.photos/200/300?random=706,user706@example.com,3236,4564,4784,993,C,True,1
user,0,a9d9d6c5-baca-4127-bc5d-f4f33ac0f4f5,User_707,user_707,pass_707,https://picsum.photos/200/300?random=707,user707@example.com,3704,1631,1676,1894,D,True,30
admin,1,6323b72f-eda0-4dab-9865-8884c10240b2,User_708,user_708,pass_708,https://picsum.photos/200/300?random=708,user708@example.com,3712,4176,2340,896,A,False,33
admin,0,f413d655-54f2-422b-a8e7-48a488f97fa5,User_709,user_709,pass_709,https://picsum.photos/200/300?random=709,user709@example.com,2041,2286,2796,790,C,False,39
admin,1,1f061e88-0a26-46e6-8e5a-c9f793935eb8,User_710,user_710,pass_710,https://picsum.photos/200/300?random=710,user710@example.com,1874,4565,3550,726,A,False,45
user,1,48456155-5996-483c-9ed4-b16690b73da1,User_711,user_711,pass_711,https://picsum.photos/200/300?random=711,user711@example.com,4789,4408,3670,1874,B,False,38
admin,0,81c602a3-55ad-41f1-9945-e52274851c33,User_712,user_712,pass_712,https://picsum.photos/200/300?random=712,user712@example.com,635,456,414,1345,C,True,23
admin,1,077f3a7c-6329-447c-9941-e2abbae4d008,User_713,user_713,pass_713,https://picsum.photos/200/300?random=713,user713@example.com,1071,1122,4225,1849,B,True,22
user,0,e64123bc-2d7b-42ed-af80-3be79c9688ef,User_714,user_714,pass_714,https://picsum.photos/200/300?random=714,user714@example.com,4316,2643,4347,1324,D,True,50
admin,1,de23fb2a-81a5-4b18-a1bc-715ac95e763e,User_715,user_715,pass_715,https://picsum.photos/200/300?random=715,user715@example.com,618,2544,3572,1541,D,True,48
admin,0,0de291d5-9a43-4538-9eae-a15cf7958b51,User_716,user_716,pass_716,https://picsum.photos/200/300?random=716,user716@example.com,3990,4944,1005,1350,B,True,24
user,0,9ad905ff-276a-4428-8693-72a8478659b9,User_717,user_717,pass_717,https://picsum.photos/200/300?random=717,user717@example.com,3195,1690,1983,1131,D,True,3
admin,0,56b8ecba-ba54-42f9-af40-e506c6bf4a37,User_718,user_718,pass_718,https://picsum.photos/200/300?random=718,user718@example.com,1598,3696,3497,538,C,True,24
user,1,48226664-7f15-4140-8ca3-b43e3c419628,User_719,user_719,pass_719,https://picsum.photos/200/300?random=719,user719@example.com,907,232,2979,800,B,False,16
user,1,d1cba97b-eba0-4632-9ac1-43536d65b9e6,User_720,user_720,pass_720,https://picsum.photos/200/300?random=720,user720@example.com,4116,2658,3759,1866,D,True,49
user,0,6b512a05-b529-4b7a-839a-9bdb5cd13143,User_721,user_721,pass_721,https://picsum.photos/200/300?random=721,user721@example.com,1642,1475,2968,1671,A,True,35
user,1,79169e5e-aee5-4902-8fac-2125dbc22bdc,User_722,user_722,pass_722,https://picsum.photos/200/300?random=722,user722@example.com,4461,998,4214,1059,C,True,48
user,0,0f41c2c8-61e9-44bd-b1b6-9155eff4f084,User_723,user_723,pass_723,https://picsum.photos/200/300?random=723,user723@example.com,4471,3427,3195,1229,D,False,44
user,1,c6772aaa-5ca7-45f4-8281-c420205df1f4,User_724,user_724,pass_724,https://picsum.photos/200/300?random=724,user724@example.com,664,749,543,1873,A,False,50
admin,0,e500daa4-a2cb-4991-a9a8-c777ebc7769e,User_725,user_725,pass_725,https://picsum.photos/200/300?random=725,user725@example.com,1416,2246,2763,1520,C,False,32
user,0,bd2dea4e-78b7-44e3-a681-d7473a595f17,User_726,user_726,pass_726,https://picsum.photos/200/300?random=726,user726@example.com,4195,3828,2264,817,D,True,10
user,0,ca5c4524-dd19-47ad-a869-af8450cc79a0,User_727,user_727,pass_727,https://picsum.photos/200/300?random=727,user727@example.com,2414,4919,1651,1145,C,True,44
user,0,66679044-cdcd-4293-9a70-0324c5ca1fe2,User_728,user_728,pass_728,https://picsum.photos/200/300?random=728,user728@example.com,3110,3214,4786,572,C,True,39
user,1,7e19bb41-303b-4666-80e9-969723cf5810,User_729,user_729,pass_729,https://picsum.photos/200/300?random=729,user729@example.com,2452,3426,4411,896,D,True,8
user,0,109dc3f8-a8ce-47e2-9015-9bc5e6bee448,User_730,user_730,pass_730,https://picsum.photos/200/300?random=730,user730@example.com,2464,2217,4748,839,D,False,18
admin,1,7d19ac4a-ddc5-4390-8b78-3c9c2b4d1134,User_731,user_731,pass_731,https://picsum.photos/200/300?random=731,user731@example.com,905,3259,4468,1512,C,True,15
user,1,2f3b95b8-57e6-4520-9c56-9eeff604c7f4,User_732,user_732,pass_732,https://picsum.photos/200/300?random=732,user732@example.com,2946,1910,3227,524,B,False,20
user,0,318db6a4-106c-4569-9665-f0042a9062c2,User_733,user_733,pass_733,https://picsum.photos/200/300?random=733,user733@example.com,1668,4222,3398,1190,C,True,15
user,0,05f4251c-ba5a-4b95-a715-b46fc63d3de8,User_734,user_734,pass_734,https://picsum.photos/200/300?random=734,user734@example.com,4286,2195,4301,1369,A,True,41
user,0,a0f8f220-23a5-4276-b311-6b698225a81a,User_735,user_735,pass_735,https://picsum.photos/200/300?random=735,user735@example.com,2951,2223,1713,1224,D,True,44
user,0,c6b592a3-dddb-44ac-a496-646408a8e836,User_736,user_736,pass_736,https://picsum.photos/200/300?random=736,user736@example.com,2500,3542,3751,1395,C,False,6
admin,1,a03df465-4585-4600-95c9-6739df9e0bf0,User_737,user_737,pass_737,https://picsum.photos/200/300?random=737,user737@example.com,1257,2480,3809,1100,D,False,17
admin,1,ac46a95b-87c5-45a4-ad2a-aa228e698619,User_738,user_738,pass_738,https://picsum.photos/200/300?random=738,user738@example.com,1352,553,1321,1777,C,True,3
admin,0,3688e4f5-230a-4c5c-9d1e-0fbed5af56ef,User_739,user_739,pass_739,https://picsum.photos/200/300?random=739,user739@example.com,2385,234,3827,1909,C,True,31
admin,1,9dc42429-3cd2-48e9-a9d4-9c38066ced2e,User_740,user_740,pass_740,https://picsum.photos/200/300?random=740,user740@example.com,1226,267,4644,1791,D,True,9
user,0,59b6b947-1e48-4fb8-8b99-c31d277e8448,User_741,user_741,pass_741,https://picsum.photos/200/300?random=741,user741@example.com,123,4679,1804,1103,C,True,2
admin,0,5afd4ad5-3cc3-43c5-8ae7-95d8fa9a4051,User_742,user_742,pass_742,https://picsum.photos/200/300?random=742,user742@example.com,4460,392,4157,1248,A,False,2
user,0,d731de83-26a7-47dd-855b-15208357b1fb,User_743,user_743,pass_743,https://picsum.photos/200/300?random=743,user743@example.com,2446,1054,4786,1161,A,True,33
admin,1,c0c65611-7a3f-4e22-b3f4-45b19f1b65f1,User_744,user_744,pass_744,https://picsum.photos/200/300?random=744,user744@example.com,878,2445,1649,1010,A,True,4
user,1,17da567d-4543-46a8-8305-4fd17adc7ab6,User_745,user_745,pass_745,https://picsum.photos/200/300?random=745,user745@example.com,180,1178,4972,506,B,False,44
admin,0,52b4e690-4269-4fc0-be4f-0910f28280fb,User_746,user_746,pass_746,https://picsum.photos/200/300?random=746,user746@example.com,1544,4176,357,1324,B,False,45
user,1,431eddd7-49fe-494e-a8e9-684e61bbbb6d,User_747,user_747,pass_747,https://picsum.photos/200/300?random=747,user747@example.com,3356,3529,2001,1508,D,True,12
admin,0,bb297ce9-7b4c-45a0-85e3-7a40851d8f55,User_748,user_748,pass_748,https://picsum.photos/200/300?random=748,user748@example.com,4313,1845,471,1261,B,False,45
user,0,ce1ae8c0-10a6-4f26-baf6-feb956486fc9,User_749,user_749,pass_749,https://picsum.photos/200/300?random=749,user749@example.com,679,2455,4456,557,C,False,35
admin,0,cf51ce79-0686-4687-9cc2-bfb00aa7a2d2,User_750,user_750,pass_750,https://picsum.photos/200/300?random=750,user750@example.com,580,2263,1998,1131,A,True,25
admin,1,d14cfdfa-edad-4f24-8e9f-919ee96e0546,User_751,user_751,pass_751,https://picsum.photos/200/300?random=751,user751@example.com,2696,1338,1540,1944,D,True,42
user,0,235b487f-a9ea-4744-9f62-7b111986288a,User_752,user_752,pass_752,https://picsum.photos/200/300?random=752,user752@example.com,4676,2402,478,771,A,True,34
admin,0,f475d67b-2cce-4453-bc32-aa0d5dd5b29d,User_753,user_753,pass_753,https://picsum.photos/200/300?random=753,user753@example.com,3195,2202,2678,1198,B,True,36
admin,1,db9f8e30-e8c5-44cc-b478-856d453f2f32,User_754,user_754,pass_754,https://picsum.photos/200/300?random=754,user754@example.com,2967,2870,404,999,B,False,6
user,0,97b8769e-827c-4c9e-9e6a-cfca352804e2,User_755,user_755,pass_755,https://picsum.photos/200/300?random=755,user755@example.com,1539,4655,2656,581,B,True,18
user,1,f05b87c3-54cc-4f58-845f-8adc94cc8252,User_756,user_756,pass_756,https://picsum.photos/200/300?random=756,user756@example.com,1158,4796,3348,1489,C,False,12
admin,0,98e56b9a-f309-45a3-880b-6a2289f09bc4,User_757,user_757,pass_757,https://picsum.photos/200/300?random=757,user757@example.com,4226,416,3634,1500,D,True,31
user,1,b42174d7-9acb-45b4-b712-a5cae293dda5,User_758,user_758,pass_758,https://picsum.photos/200/300?random=758,user758@example.com,4017,3575,4107,1538,B,True,44
user,1,376e0489-5817-4a78-9d73-a010481543ca,User_759,user_759,pass_759,https://picsum.photos/200/300?random=759,user759@example.com,4825,1837,2543,861,A,True,29
admin,1,a189cd52-8367-4531-a062-1b1877625320,User_760,user_760,pass_760,https://picsum.photos/200/300?random=760,user760@example.com,965,3410,1151,1414,C,False,35
user,0,0bfd0a7c-7496-42dd-ac62-a4a049a29612,User_761,user_761,pass_761,https://picsum.photos/200/300?random=761,user761@example.com,160,1070,595,1062,C,False,3
admin,1,ed42d95e-3297-4f1f-a1e2-cf78796aa8eb,User_762,user_762,pass_762,https://picsum.photos/200/300?random=762,user762@example.com,977,3146,3921,1034,A,False,37
user,1,21d0a02d-643d-448f-965d-7bc448f31638,User_763,user_763,pass_763,https://picsum.photos/200/300?random=763,user763@example.com,2548,4786,2855,883,A,False,27
admin,1,b3ce56b7-8fbf-4512-9471-22c35848c866,User_764,user_764,pass_764,https://picsum.photos/200/300?random=764,user764@example.com,4110,1201,4652,1367,C,True,8
admin,0,c1754d13-640a-4a70-a760-8900c6d6ac96,User_765,user_765,pass_765,https://picsum.photos/200/300?random=765,user765@example.com,2253,3322,2404,1745,A,True,16
admin,1,a9320da0-eb16-4374-9237-07488e5c546d,User_766,user_766,pass_766,https://picsum.photos/200/300?random=766,user766@example.com,2902,2607,2420,1945,B,False,27
admin,0,68d7d3ec-3330-4622-9825-1db7e67af0ec,User_767,user_767,pass_767,https://picsum.photos/200/300?random=767,user767@example.com,3328,4370,3516,1595,A,True,7
user,1,389cf627-441b-4643-8ba8-78d5ca1ee1f5,User_768,user_768,pass_768,https://picsum.photos/200/300?random=768,user768@example.com,818,1583,4041,773,B,False,28
user,1,add9841a-9028-44ab-ac30-628018bf02ab,User_769,user_769,pass_769,https://picsum.photos/200/300?random=769,user769@example.com,3220,4962,2250,685,B,False,20
user,0,0aab8530-53a6-44b3-9924-41646d18509a,User_770,user_770,pass_770,https://picsum.photos/200/300?random=770,user770@example.com,4998,797,1822,1262,B,True,50
admin,0,94b783f4-37d8-42af-a85c-733668b45f76,User_771,user_771,pass_771,https://picsum.photos/200/300?random=771,user771@example.com,4587,3361,1357,1527,B,False,3
user,0,f2163b48-6dd5-4304-ae1d-d3d5ed0c4d69,User_772,user_772,pass_772,https://picsum.photos/200/300?random=772,user772@example.com,1687,4177,3756,1096,B,False,13
admin,0,8c756ddc-9046-4d7a-88d2-2a29ab3798ef,User_773,user_773,pass_773,https://picsum.photos/200/300?random=773,user773@example.com,562,3575,3830,1840,D,True,28
user,1,bef3559b-3fc4-4184-a911-cfbbaa28848b,User_774,user_774,pass_774,https://picsum.photos/200/300?random=774,user774@example.com,4643,163,1719,1117,C,True,35
user,0,9cda4b15-9368-4ac6-91d6-73811076e794,User_775,user_775,pass_775,https://picsum.photos/200/300?random=775,user775@example.com,1270,490,309,908,A,False,26
admin,1,45d17cc3-c2ad-4408-81c7-c3a0cf1e50be,User_776,user_776,pass_776,https://picsum.photos/200/300?random=776,user776@example.com,947,3217,3553,852,A,False,5
user,0,7d023415-2cfc-40c1-bea3-73ea9944df71,User_777,user_777,pass_777,https://picsum.photos/200/300?random=777,user777@example.com,1699,4904,328,592,C,True,6
admin,1,37f10997-4ed1-44e6-8713-4dd2339fec88,User_778,user_778,pass_778,https://picsum.photos/200/300?random=778,user778@example.com,4209,613,1612,1300,C,False,14
user,1,924123c7-f01d-4173-8753-c6e263267fcb,User_779,user_779,pass_779,https://picsum.photos/200/300?random=779,user779@example.com,1920,663,1952,539,B,True,28
user,0,31906ad6-4a7d-46aa-8d45-5234f2429ce5,User_780,user_780,pass_780,https://picsum.photos/200/300?random=780,user780@example.com,1614,3071,1720,667,A,True,22
user,1,934d989f-4746-4440-a220-95a5f7a1f010,User_781,user_781,pass_781,https://picsum.photos/200/300?random=781,user781@example.com,2349,666,3604,1198,C,True,48
user,0,61606a8f-87ea-4f6b-ae33-1f5fd2f13dab,User_782,user_782,pass_782,https://picsum.photos/200/300?random=782,user782@example.com,2256,3108,4332,1449,D,False,18
user,0,f16a69c6-d580-432f-ba52-cc0d35ac378f,User_783,user_783,pass_783,https://picsum.photos/200/300?random=783,user783@example.com,4846,4235,1811,736,B,False,25
user,0,7536ad3c-bb44-4d75-925d-229bad0ee74d,User_784,user_784,pass_784,https://picsum.photos/200/300?random=784,user784@example.com,2664,4374,3516,779,C,True,18
admin,1,679f6be0-5dc0-4e75-9d8b-32637d2348dd,User_785,user_785,pass_785,https://picsum.photos/200/300?random=785,user785@example.com,1864,4188,1745,1736,A,True,23
user,1,16848195-ef44-435f-aba8-a71aea9da9d8,User_786,user_786,pass_786,https://picsum.photos/200/300?random=786,user786@example.com,1364,3852,1437,1898,B,False,33
admin,0,816d5f23-4c8f-4546-a6f9-d4800edd5afa,User_787,user_787,pass_787,https://picsum.photos/200/300?random=787,user787@example.com,130,1227,3157,1009,A,True,41
admin,0,b33bfc52-1de7-4e73-ac7b-818c2af0fe4a,User_788,user_788,pass_788,https://picsum.photos/200/300?random=788,user788@example.com,974,2268,577,950,B,False,47
user,1,1d897b62-3c15-45f8-8e1c-7d4f280b5933,User_789,user_789,pass_789,https://picsum.photos/200/300?random=789,user789@example.com,3717,2541,3439,1728,B,True,50
admin,1,f16c5e20-6356-423e-917a-b43381324a05,User_790,user_790,pass_790,https://picsum.photos/200/300?random=790,user790@example.com,695,2270,4305,1171,C,True,36
user,0,541bf314-f790-4e3b-b869-4462e7ae9da3,User_791,user_791,pass_791,https://picsum.photos/200/300?random=791,user791@example.com,3744,4041,1876,892,C,True,34
user,1,48e7863a-c769-409e-bfc6-86458c6f2ffc,User_792,user_792,pass_792,https://picsum.photos/200/300?random=792,user792@example.com,4543,1783,2175,728,B,True,41
admin,0,bb98ccc9-ee54-479a-8835-5e12e1c15d13,User_793,user_793,pass_793,https://picsum.photos/200/300?random=793,user793@example.com,3368,3304,1791,1444,A,True,30
admin,0,8e1f3707-07eb-4424-826b-b66070dce080,User_794,user_794,pass_794,https://picsum.photos/200/300?random=794,user794@example.com,814,699,2163,978,B,True,15
user,1,0b80c1ef-afbb-410c-ad63-92329fc6a711,User_795,user_795,pass_795,https://picsum.photos/200/300?random=795,user795@example.com,1021,4876,1561,1820,B,False,46
admin,0,9ff1b885-4a44-41ab-92de-0fd20bfda3ac,User_796,user_796,pass_796,https://picsum.photos/200/300?random=796,user796@example.com,2025,934,287,1817,B,True,30
admin,1,5370d9a7-abea-48ee-89db-5b465d2b5b56,User_797,user_797,pass_797,https://picsum.photos/200/300?random=797,user797@example.com,1843,2741,4783,1558,D,False,14
admin,0,23939a02-b380-4d84-9b6d-f84dfdb4209b,User_798,user_798,pass_798,https://picsum.photos/200/300?random=798,user798@example.com,1177,2440,2934,791,D,True,19
admin,0,2f7ac144-e122-4f1c-8255-71caa7b4c444,User_799,user_799,pass_799,https://picsum.photos/200/300?random=799,user799@example.com,2371,4819,451,1672,C,False,25
user,0,238c901c-ea62-4571-ba45-c4cdb9e4652c,User_800,user_800,pass_800,https://picsum.photos/200/300?random=800,user800@example.com,4736,3131,3952,1637,B,False,18
user,1,b39903eb-c5da-4715-836b-95cbff4efff9,User_801,user_801,pass_801,https://picsum.photos/200/300?random=801,user801@example.com,1929,4405,765,1719,C,False,16
user,0,0834970b-ca7d-4acd-96b1-ccd73e4a5e19,User_802,user_802,pass_802,https://picsum.photos/200/300?random=802,user802@example.com,2733,1376,278,990,C,True,26
user,0,77a6815b-ec4f-461b-a5bd-980eda5f72d8,User_803,user_803,pass_803,https://picsum.photos/200/300?random=803,user803@example.com,3589,732,1123,573,D,True,41
user,0,fe7d40b6-acd9-432c-b4aa-505958b1b384,User_804,user_804,pass_804,https://picsum.photos/200/300?random=804,user804@example.com,2490,3489,4358,1631,C,False,43
admin,0,75bfc530-7ed9-4feb-9f9c-56ee3c134419,User_805,user_805,pass_805,https://picsum.photos/200/300?random=805,user805@example.com,3004,3325,4846,1605,B,False,31
admin,1,2c8a7a3e-4a07-45be-842c-a7170c81433c,User_806,user_806,pass_806,https://picsum.photos/200/300?random=806,user806@example.com,1116,3785,3162,1502,B,False,13
admin,1,7458adcd-6b43-456b-9357-72b9f5742496,User_807,user_807,pass_807,https://picsum.photos/200/300?random=807,user807@example.com,324,2709,2631,1628,A,False,34
user,0,dec54319-247c-4d7b-bba2-80010b8c5ccd,User_808,user_808,pass_808,https://picsum.photos/200/300?random=808,user808@example.com,4639,1934,464,764,A,True,7
user,1,18158088-9b12-4277-98ae-3a00f743d67a,User_809,user_809,pass_809,https://picsum.photos/200/300?random=809,user809@example.com,4592,105,128,862,D,False,2
admin,0,a0618626-45b7-4dc6-a8aa-92ab30034841,User_810,user_810,pass_810,https://picsum.photos/200/300?random=810,user810@example.com,3009,753,3474,843,D,False,23
admin,1,3c95bd4c-3a55-44aa-a190-35fea91d07a8,User_811,user_811,pass_811,https://picsum.photos/200/300?random=811,user811@example.com,2265,2167,1922,1412,A,False,18
user,1,3f7bddcd-2228-466d-bfce-4e8cd3c88928,User_812,user_812,pass_812,https://picsum.photos/200/300?random=812,user812@example.com,672,1891,1620,1615,A,False,20
